Student_ID,Faculty_ID,Term_ID,Status,StartDate,EndDate
260346461,SC,1,Accepted,2016-08-28,2016-12-31
260346461,SC,2,Accepted,2017-01-01,2017-04-29
260347218,GR,1,Accepted,2016-08-28,2016-12-31
260347218,GR,2,Accepted,2017-01-01,2017-04-29
260352197,LW,1,Accepted,2016-08-28,2016-12-31
260352197,LW,2,Accepted,2017-01-01,2017-04-29
260352197,XX,3,Accepted,2017-04-30,2017-09-02
260354431,MU,1,Accepted,2016-10-02,2016-12-31
260354431,MU,2,Accepted,2017-01-01,2017-04-29
260356955,MU,1,Accepted,2016-08-28,2016-12-31
260356955,MU,2,Accepted,2017-01-01,2017-04-29
260357703,ED,1,Accepted,2016-08-15,2016-12-31
260357703,ED,2,Accepted,2017-01-01,2017-04-29
260357730,EN,2,Accepted,2017-01-01,2017-04-29
260357928,GR,1,Accepted,2016-08-28,2016-12-31
260357928,GR,2,Accepted,2017-01-01,2017-04-29
260357928,GR,3,Accepted,2017-04-30,2017-09-02
260359243,GR,1,Accepted,2016-08-28,2016-12-31
260359243,GR,2,Accepted,2017-01-01,2017-04-29
260359243,GR,3,Accepted,2017-04-30,2017-09-02
260363890,SC,1,Accepted,2016-08-28,2016-12-31
260363890,SC,2,Accepted,2017-01-01,2017-04-29
260367251,EN,1,Accepted,2016-08-28,2016-12-31
260370910,LW,1,Accepted,2016-08-28,2016-12-31
260370910,LW,2,Accepted,2017-01-01,2017-04-29
260371546,XX,1,Refused,,
260371546,XX,2,Refused,,
260371546,XX,3,Refused,,
260373681,GR,1,Accepted,2016-08-28,2016-12-31
260373681,GR,2,Accepted,2017-01-01,2017-04-29
260374177,AR,1,Accepted,2016-08-28,2016-12-31
260376369,ED,1,Accepted,2016-08-28,2016-12-31
260376369,ED,2,Accepted,2017-01-01,2017-04-29
260376698,LW,1,Accepted,2016-08-28,2016-12-31
260376698,LW,2,Accepted,2017-01-01,2017-04-29
260376698,LW,3,Accepted,2017-04-30,2017-09-02
260386815,SC,1,Accepted,2016-08-15,2016-12-31
260386815,SC,2,Accepted,2017-01-01,2017-04-29
260386815,SC,3,Accepted,2017-04-30,2017-09-02
260392399,AR,1,Accepted,2016-10-02,2016-12-31
260392399,AR,2,Accepted,2017-01-01,2017-04-29
260396872,GR,1,Accepted,2016-08-28,2016-12-31
260396872,GR,2,Accepted,2017-01-01,2017-04-29
260400634,MU,1,Accepted,2016-08-15,2016-12-31
260400634,MU,2,Accepted,2017-01-01,2017-04-29
260400634,MU,3,Accepted,2017-04-30,2017-09-02
260400682,AR,1,Accepted,2016-10-02,2016-12-31
260400682,AR,2,Accepted,2017-01-01,2017-04-29
260405182,MU,1,Accepted,2016-08-28,2016-12-31
260406511,GR,1,Accepted,2016-08-28,2016-12-31
260406511,GR,2,Accepted,2017-01-01,2017-04-29
260406852,GR,1,Accepted,2016-08-28,2016-12-31
260406852,GR,2,Accepted,2017-01-01,2017-04-29
260406852,GR,3,Accepted,2017-04-30,2017-09-02
260407552,GR,1,Accepted,2016-08-28,2016-12-31
260407552,GR,2,Accepted,2017-01-01,2017-04-29
260407552,GR,3,Accepted,2017-04-30,2017-09-02
260407608,GR,1,Accepted,2016-08-28,2016-12-31
260407608,GR,2,Accepted,2017-01-01,2017-04-29
260407608,GR,3,Accepted,2017-04-30,2017-09-02
260408504,LW,1,Accepted,2016-08-28,2016-12-31
260408504,LW,2,Accepted,2017-01-01,2017-04-29
260408504,LW,3,Accepted,2017-04-30,2017-09-02
260409394,GR,1,Accepted,2016-08-28,2016-12-31
260411392,XX,1,Refused,,
260411392,XX,2,Refused,,
260411392,XX,3,Refused,,
260412044,LW,1,Accepted,2016-08-15,2016-12-31
260412044,LW,2,Accepted,2017-01-01,2017-04-29
260412044,LW,3,Accepted,2017-04-30,2017-09-02
260412091,GR,1,Accepted,2016-08-28,2016-12-31
260412091,GR,2,Accepted,2017-01-01,2017-04-29
260412091,GR,3,Accepted,2017-04-30,2017-09-02
260412792,GR,1,Accepted,2016-08-28,2016-12-31
260412792,GR,2,Accepted,2017-01-01,2017-04-29
260413086,GR,1,Accepted,2016-08-28,2016-12-31
260413345,GR,1,Accepted,2016-08-28,2016-12-31
260413345,GR,2,Accepted,2017-01-01,2017-04-29
260413345,GR,3,Accepted,2017-04-30,2017-09-02
260413594,EN,1,Accepted,2016-08-15,2016-12-31
260413594,EN,2,Accepted,2017-01-01,2017-04-29
260414721,GR,1,Accepted,2016-08-28,2016-12-31
260414721,GR,2,Accepted,2017-01-01,2017-04-29
260416639,GR,1,Accepted,2016-08-28,2016-12-31
260416639,GR,2,Accepted,2017-01-01,2017-04-29
260416731,GR,1,Accepted,2016-08-28,2016-12-31
260416731,GR,2,Accepted,2017-01-01,2017-04-29
260417100,EN,1,Accepted,2016-08-28,2016-12-31
260417100,EN,2,Accepted,2017-01-01,2017-04-29
260419198,AR,1,Accepted,2016-08-28,2016-12-31
260420967,ED,1,Accepted,2016-08-28,2016-12-31
260420967,ED,2,Accepted,2017-01-01,2017-04-29
260420967,ED,3,Accepted,2017-04-30,2017-09-02
260420985,GR,1,Accepted,2016-08-28,2016-12-31
260420985,GR,2,Accepted,2017-01-01,2017-04-29
260421220,EN,1,Accepted,2016-08-28,2016-12-31
260421220,EN,2,Accepted,2017-01-01,2017-04-29
260421220,EN,3,Accepted,2017-04-30,2017-09-02
260422513,AR,1,Accepted,2016-08-28,2016-12-31
260422513,AR,2,Accepted,2017-01-01,2017-04-29
260422513,AR,3,Accepted,2017-04-30,2017-09-02
260422850,XX,1,Refused,,
260422850,XX,2,Refused,,
260422850,XX,3,Refused,,
260423165,GR,1,Accepted,2016-08-28,2016-12-31
260423165,GR,2,Accepted,2017-01-01,2017-04-29
260425393,AR,1,Accepted,2016-08-15,2016-12-31
260425393,AR,2,Accepted,2017-01-01,2017-04-29
260426838,XX,1,Refused,,
260426838,XX,2,Refused,,
260426838,XX,3,Refused,,
260427225,XX,1,Refused,,
260427225,XX,2,Refused,,
260427225,XX,3,Refused,,
260428555,GR,1,Accepted,2016-08-28,2016-12-31
260428555,GR,2,Accepted,2017-01-01,2017-04-29
260428555,GR,3,Accepted,2017-04-30,2017-09-02
260429947,GR,1,Accepted,2016-10-02,2016-12-31
260429947,GR,2,Accepted,2017-01-01,2017-04-29
260429947,GR,3,Accepted,2017-04-30,2017-09-02
260430660,NU,1,Accepted,2016-08-15,2016-12-31
260430660,NU,2,Accepted,2017-01-01,2017-04-29
260430660,NU,3,Accepted,2017-04-30,2017-09-02
260431583,GR,1,Accepted,2016-08-28,2016-12-31
260431583,GR,2,Accepted,2017-01-01,2017-04-29
260431583,GR,3,Accepted,2017-04-30,2017-09-02
260436010,GR,1,Accepted,2016-08-15,2016-12-31
260436654,GR,1,Accepted,2016-08-28,2016-12-31
260436654,GR,2,Accepted,2017-01-01,2017-04-29
260436960,GR,1,Accepted,2016-08-28,2016-12-31
260436960,GR,2,Accepted,2017-01-01,2017-04-29
260437514,GR,2,Accepted,2017-01-01,2017-04-29
260437514,GR,3,Accepted,2017-04-30,2017-09-02
260438042,GR,1,Accepted,2016-08-15,2016-12-31
260438042,GR,2,Accepted,2017-01-01,2017-04-29
260438042,GR,3,Accepted,2017-04-30,2017-09-02
260439851,GR,1,Accepted,2016-10-02,2016-12-31
260439851,GR,2,Accepted,2017-01-01,2017-04-29
260439851,GR,3,Accepted,2017-04-30,2017-09-02
260440402,GR,1,Accepted,2016-08-28,2016-12-31
260440402,GR,2,Accepted,2017-01-01,2017-04-29
260440570,GR,1,Accepted,2016-08-28,2016-12-31
260440570,GR,2,Accepted,2017-01-01,2017-04-29
260440570,XX,3,Accepted,2017-04-30,2017-09-02
260445904,EN,1,Accepted,2016-08-28,2016-12-31
260446662,GR,1,Accepted,2016-08-15,2016-12-31
260446662,GR,2,Accepted,2017-01-01,2017-04-29
260446662,GR,3,Accepted,2017-04-30,2017-09-02
260446899,NU,1,Accepted,2016-08-28,2016-12-31
260446899,NU,2,Accepted,2017-01-01,2017-04-29
260446899,NU,3,Accepted,2017-04-30,2017-09-02
260447157,XX,1,Refused,,
260447157,XX,2,Refused,,
260447157,XX,3,Refused,,
260447224,LW,1,Accepted,2016-10-02,2016-12-31
260447224,LW,2,Accepted,2017-01-01,2017-04-29
260447224,LW,3,Accepted,2017-04-30,2017-09-02
260447353,EN,1,Accepted,2016-08-28,2016-12-31
260447353,EN,2,Accepted,2017-01-01,2017-04-29
260447905,GR,1,Accepted,2016-08-28,2016-12-31
260447905,GR,2,Accepted,2017-01-01,2017-04-29
260448505,XX,1,Refused,,
260448505,XX,2,Refused,,
260448505,XX,3,Refused,,
260448863,ED,1,Accepted,2016-08-15,2016-12-31
260449283,AR,2,Accepted,2017-01-01,2017-04-29
260449283,AR,3,Accepted,2017-04-30,2017-09-02
260449507,EN,1,Accepted,2016-08-28,2016-12-31
260449527,XX,1,Refused,,
260449527,XX,2,Refused,,
260449527,XX,3,Refused,,
260450069,GR,2,Accepted,2017-01-01,2017-04-29
260451410,GR,1,Accepted,2016-08-28,2016-12-31
260451410,GR,2,Accepted,2017-01-01,2017-04-29
260451410,GR,3,Accepted,2017-04-30,2017-09-02
260452546,XX,1,Refused,,
260452546,XX,2,Refused,,
260452546,XX,3,Refused,,
260454044,XX,1,Refused,,
260454044,XX,2,Refused,,
260454044,XX,3,Refused,,
260455874,GR,1,Accepted,2016-08-28,2016-12-31
260455874,GR,2,Accepted,2017-01-01,2017-04-29
260455874,GR,3,Accepted,2017-04-30,2017-09-02
260457008,GR,1,Accepted,2016-08-28,2016-12-31
260457008,GR,2,Accepted,2017-01-01,2017-04-29
260457826,EN,1,Accepted,2016-08-28,2016-12-31
260458032,GR,1,Accepted,2016-08-28,2016-12-31
260458032,GR,2,Accepted,2017-01-01,2017-04-29
260458032,GR,3,Accepted,2017-04-30,2017-09-02
260458402,EN,1,Accepted,2016-08-28,2016-12-31
260458402,EN,2,Accepted,2017-01-01,2017-04-29
260458402,EN,3,Accepted,2017-04-30,2017-09-02
260460245,EN,1,Accepted,2016-11-06,2016-12-31
260460245,EN,2,Accepted,2017-01-01,2017-04-29
260460245,XX,3,Accepted,2017-04-30,2017-09-02
260461662,GR,1,Accepted,2016-08-28,2016-12-31
260461662,GR,2,Accepted,2017-01-01,2017-04-29
260462556,AG,1,Accepted,2016-08-28,2016-12-31
260462556,AG,2,Accepted,2017-01-01,2017-04-29
260462556,AG,3,Accepted,2017-04-30,2017-09-02
260462851,GR,1,Accepted,2016-11-06,2016-12-31
260462851,GR,2,Accepted,2017-01-01,2017-04-29
260462992,XX,1,Refused,,
260462992,XX,2,Refused,,
260462992,XX,3,Refused,,
260463391,SC,1,Accepted,2016-08-28,2016-12-31
260463391,SC,2,Accepted,2017-01-01,2017-04-29
260463391,SC,3,Accepted,2017-04-30,2017-09-02
260463938,MG,1,Accepted,2016-08-15,2016-12-31
260463938,MG,2,Accepted,2017-01-01,2017-04-29
260463938,MG,3,Accepted,2017-04-30,2017-09-02
260464053,GR,1,Accepted,2016-08-28,2016-12-31
260464356,GR,1,Accepted,2016-08-15,2016-12-31
260464356,GR,2,Accepted,2017-01-01,2017-04-29
260464431,EN,1,Accepted,2016-08-28,2016-12-31
260464679,EN,1,Accepted,2016-08-15,2016-12-31
260464797,EN,1,Accepted,2016-08-15,2016-12-31
260464816,MU,1,Accepted,2016-08-28,2016-12-31
260464816,MU,2,Accepted,2017-01-01,2017-04-29
260465363,LW,1,Accepted,2016-08-28,2016-12-31
260465363,LW,2,Accepted,2017-01-01,2017-04-29
260465992,LW,1,Accepted,2016-08-28,2016-12-31
260465992,LW,2,Accepted,2017-01-01,2017-04-29
260465992,LW,3,Accepted,2017-04-30,2017-09-02
260466365,XX,1,Refused,,
260466365,XX,2,Refused,,
260466365,XX,3,Refused,,
260466516,XX,1,Refused,,
260466516,XX,2,Refused,,
260466516,XX,3,Refused,,
260467768,GR,1,Accepted,2016-10-02,2016-12-31
260467768,GR,2,Accepted,2017-01-01,2017-04-29
260467768,GR,3,Accepted,2017-04-30,2017-09-02
260468092,GR,1,Accepted,2016-08-15,2016-12-31
260468092,GR,2,Accepted,2017-01-01,2017-04-29
260468092,GR,3,Accepted,2017-04-30,2017-09-02
260468203,SC,1,Accepted,2016-08-28,2016-12-31
260468203,SC,2,Accepted,2017-01-01,2017-04-29
260468203,SC,3,Accepted,2017-04-30,2017-09-02
260468354,GR,1,Accepted,2016-08-28,2016-12-31
260468354,GR,2,Accepted,2017-01-01,2017-04-29
260468354,GR,3,Accepted,2017-04-30,2017-09-02
260469345,GR,1,Accepted,2016-08-15,2016-12-31
260469345,GR,2,Accepted,2017-01-01,2017-04-29
260469345,GR,3,Accepted,2017-04-30,2017-09-02
260469362,EN,1,Accepted,2016-08-15,2016-12-31
260469362,EN,2,Accepted,2017-01-01,2017-04-29
260469512,AR,1,Accepted,2016-08-15,2016-12-31
260469941,MU,1,Accepted,2016-08-15,2016-12-31
260469941,MU,2,Accepted,2017-01-01,2017-04-29
260470132,MG,1,Accepted,2016-08-28,2016-12-31
260470467,GR,1,Accepted,2016-08-28,2016-12-31
260470467,GR,2,Accepted,2017-01-01,2017-04-29
260470768,XX,1,Refused,,
260470768,XX,2,Refused,,
260470768,XX,3,Refused,,
260471348,GR,1,Accepted,2016-11-06,2016-12-31
260471348,GR,2,Accepted,2017-01-01,2017-04-29
260472838,GR,2,Accepted,2017-01-01,2017-04-29
260472955,GR,1,Accepted,2016-08-15,2016-12-31
260472955,GR,2,Accepted,2017-01-01,2017-04-29
260472955,GR,3,Accepted,2017-04-30,2017-09-02
260475833,AR,1,Accepted,2016-08-28,2016-12-31
260475833,AR,2,Accepted,2017-01-01,2017-04-29
260475833,AR,3,Accepted,2017-04-30,2017-09-02
260475879,NU,1,Accepted,2016-08-28,2016-12-31
260475879,NU,2,Accepted,2017-01-01,2017-04-29
260476535,EN,1,Accepted,2016-08-28,2016-12-31
260476535,EN,2,Accepted,2017-01-01,2017-04-29
260476599,AR,2,Accepted,2017-01-01,2017-04-29
260476599,AR,3,Accepted,2017-04-30,2017-09-02
260476632,XX,1,Refused,,
260476632,XX,2,Refused,,
260476632,XX,3,Refused,,
260477020,AS,1,Accepted,2016-08-28,2016-12-31
260477020,AS,2,Accepted,2017-01-01,2017-04-29
260477020,AS,3,Accepted,2017-04-30,2017-09-02
260477802,AR,1,Accepted,2016-08-28,2016-12-31
260477802,AR,2,Accepted,2017-01-01,2017-04-29
260478055,GR,1,Accepted,2016-08-28,2016-12-31
260478055,GR,2,Accepted,2017-01-01,2017-04-29
260478055,GR,3,Accepted,2017-04-30,2017-09-02
260478587,EN,1,Accepted,2016-08-28,2016-12-31
260478587,EN,2,Accepted,2017-01-01,2017-04-29
260478587,EN,3,Accepted,2017-04-30,2017-09-02
260478644,AG,1,Accepted,2016-08-28,2016-12-31
260478644,AG,2,Accepted,2017-01-01,2017-04-29
260478644,AG,3,Accepted,2017-04-30,2017-09-02
260479758,GR,1,Accepted,2016-08-15,2016-12-31
260479758,GR,2,Accepted,2017-01-01,2017-04-29
260479758,GR,3,Accepted,2017-04-30,2017-09-02
260479953,GR,1,Accepted,2016-08-28,2016-12-31
260479953,GR,2,Accepted,2017-01-01,2017-04-29
260479953,GR,3,Accepted,2017-04-30,2017-09-02
260479970,GR,1,Accepted,2016-08-28,2016-12-31
260479970,GR,2,Accepted,2017-01-01,2017-04-29
260479970,GR,3,Accepted,2017-04-30,2017-09-02
260479975,GR,1,Accepted,2016-08-28,2016-12-31
260479975,GR,2,Accepted,2017-01-01,2017-04-29
260479975,GR,3,Accepted,2017-04-30,2017-09-02
260480025,GR,1,Accepted,2016-08-28,2016-12-31
260480025,GR,2,Accepted,2017-01-01,2017-04-29
260480278,GR,1,Accepted,2016-10-02,2016-12-31
260480278,GR,2,Accepted,2017-01-01,2017-04-29
260480458,AR,1,Accepted,2016-08-28,2016-12-31
260480458,AR,2,Accepted,2017-01-01,2017-04-29
260480458,AR,3,Accepted,2017-04-30,2017-09-02
260480798,GR,1,Accepted,2016-08-28,2016-12-31
260480798,GR,2,Accepted,2017-01-01,2017-04-29
260481238,GR,1,Accepted,2016-08-15,2016-12-31
260481238,GR,2,Accepted,2017-01-01,2017-04-29
260481238,GR,3,Accepted,2017-04-30,2017-09-02
260481801,GR,1,Accepted,2016-08-28,2016-12-31
260481801,GR,2,Accepted,2017-01-01,2017-04-29
260481905,ED,1,Accepted,2016-08-28,2016-12-31
260483343,ED,2,Accepted,2017-01-01,2017-04-29
260483824,XX,1,Refused,,
260483824,XX,2,Refused,,
260483824,XX,3,Refused,,
260484486,GR,1,Accepted,2016-08-28,2016-12-31
260484486,GR,2,Accepted,2017-01-01,2017-04-29
260484486,GR,3,Accepted,2017-04-30,2017-09-02
260485992,GR,1,Accepted,2016-08-28,2016-12-31
260489193,GR,2,Accepted,2017-01-01,2017-04-29
260491527,AR,1,Accepted,2016-08-15,2016-12-31
260491527,AR,2,Accepted,2017-01-01,2017-04-29
260491527,AR,3,Accepted,2017-04-30,2017-09-02
260493293,SC,1,Accepted,2016-08-28,2016-12-31
260493293,SC,2,Accepted,2017-01-01,2017-04-29
260493293,SC,3,Accepted,2017-04-30,2017-09-02
260497279,GR,1,Accepted,2016-08-28,2016-12-31
260497279,GR,2,Accepted,2017-01-01,2017-04-29
260497279,GR,3,Accepted,2017-04-30,2017-09-02
260497852,AR,1,Accepted,2016-08-28,2016-12-31
260498030,XX,1,Refused,,
260498030,XX,2,Refused,,
260498030,XX,3,Refused,,
260498144,AR,1,Accepted,2016-08-28,2016-12-31
260498144,AR,2,Accepted,2017-01-01,2017-04-29
260498144,AR,3,Accepted,2017-04-30,2017-09-02
260498672,GR,1,Accepted,2016-08-28,2016-12-31
260498672,GR,2,Accepted,2017-01-01,2017-04-29
260498740,GR,1,Accepted,2016-08-15,2016-12-31
260498740,GR,2,Accepted,2017-01-01,2017-04-29
260498740,GR,3,Accepted,2017-04-30,2017-09-02
260498918,GR,1,Accepted,2016-08-28,2016-12-31
260498918,GR,2,Accepted,2017-01-01,2017-04-29
260498918,GR,3,Accepted,2017-04-30,2017-09-02
260499121,GR,2,Accepted,2017-01-01,2017-04-29
260499121,GR,3,Accepted,2017-04-30,2017-09-02
260499139,EN,1,Accepted,2016-08-28,2016-12-31
260499139,EN,2,Accepted,2017-01-01,2017-04-29
260499252,XX,1,Refused,,
260499252,XX,2,Refused,,
260499252,XX,3,Refused,,
260499546,XX,1,Refused,,
260499546,XX,2,Refused,,
260499546,XX,3,Refused,,
260500329,ED,1,Accepted,2016-08-28,2016-12-31
260500329,ED,2,Accepted,2017-01-01,2017-04-29
260500329,ED,3,Accepted,2017-04-30,2017-09-02
260500542,EN,2,Accepted,2017-01-01,2017-04-29
260501418,XX,1,Refused,,
260501418,XX,2,Refused,,
260501418,XX,3,Refused,,
260501663,AR,1,Accepted,2016-08-28,2016-12-31
260501663,AR,2,Accepted,2017-01-01,2017-04-29
260501663,AR,3,Accepted,2017-04-30,2017-09-02
260502046,ED,1,Accepted,2016-08-28,2016-12-31
260502046,ED,2,Accepted,2017-01-01,2017-04-29
260502046,ED,3,Accepted,2017-04-30,2017-09-02
260502107,XX,1,Refused,,
260502107,XX,2,Refused,,
260502107,XX,3,Refused,,
260502130,EN,1,Accepted,2016-08-28,2016-12-31
260502130,EN,2,Accepted,2017-01-01,2017-04-29
260502279,GR,1,Accepted,2016-08-28,2016-12-31
260502279,GR,2,Accepted,2017-01-01,2017-04-29
260502279,GR,3,Accepted,2017-04-30,2017-09-02
260502752,GR,1,Accepted,2016-08-28,2016-12-31
260502752,GR,2,Accepted,2017-01-01,2017-04-29
260502752,GR,3,Accepted,2017-04-30,2017-09-02
260503339,XX,1,Refused,,
260503339,XX,2,Refused,,
260503339,XX,3,Refused,,
260503947,EN,2,Accepted,2017-01-01,2017-04-29
260504420,EN,1,Accepted,2016-08-28,2016-12-31
260504420,EN,2,Accepted,2017-01-01,2017-04-29
260504543,AR,1,Accepted,2016-08-15,2016-12-31
260504543,AR,2,Accepted,2017-01-01,2017-04-29
260504686,XX,1,Refused,,
260504686,XX,2,Refused,,
260504686,XX,3,Refused,,
260504960,EN,1,Accepted,2016-08-28,2016-12-31
260504960,EN,2,Accepted,2017-01-01,2017-04-29
260504971,SC,1,Accepted,2016-08-28,2016-12-31
260504997,SC,1,Accepted,2016-08-28,2016-12-31
260504997,SC,2,Accepted,2017-01-01,2017-04-29
260504997,XX,3,Accepted,2017-04-30,2017-09-02
260505046,ED,1,Accepted,2016-08-28,2016-12-31
260505046,ED,2,Accepted,2017-01-01,2017-04-29
260505046,ED,3,Accepted,2017-04-30,2017-09-02
260505090,EN,1,Accepted,2016-08-15,2016-12-31
260505090,EN,2,Accepted,2017-01-01,2017-04-29
260505582,GR,1,Accepted,2016-08-28,2016-12-31
260505582,GR,2,Accepted,2017-01-01,2017-04-29
260505582,GR,3,Accepted,2017-04-30,2017-09-02
260505764,EN,1,Accepted,2016-08-15,2016-12-31
260505764,EN,2,Accepted,2017-01-01,2017-04-29
260506071,AR,1,Accepted,2016-08-28,2016-12-31
260506071,AR,2,Accepted,2017-01-01,2017-04-29
260506183,SC,1,Accepted,2016-08-28,2016-12-31
260506183,SC,2,Accepted,2017-01-01,2017-04-29
260506444,XX,1,Refused,,
